Name,Address,Phone,Website,Operating_Hours,Dinner_cost,Lunch_cost,Rating,Reviews
sushiikki,2-chome-7-3 Marunouchi Chiyoda City Tokyo-to,050-5590-4583,https://tabelog.com/en/tokyo/A1302/A130201/13191979/,【昼】　全日：11:00～15:00（L.O.14:00）【夜】　月～土：17:00～23:00（L.O.22:15）日・祝 ：17:00～22:00（L.O.21:15）,"￥4,000～￥4,999","￥1,000～￥1,999",3.39,31
Daikokuzushi,2-chome-14-5 Asagayakita Suginami City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1319/A131905/13011882/,11:30～15:00(L.O14:30)17:00～22:30(L.O22:00),"￥4,000～￥4,999","￥1,000～￥1,999",3.18,18
Sushidokorotsunoda,3-chome-2-10 Nihonbashiningyocho Chuo City Tokyo-to,050-5868-1637,https://tabelog.com/en/tokyo/A1302/A130204/13133634/,11：30～13：30    土曜日17:00〜210017：00～22：002020年7月1日より、しばらくの間、誠に勝手ながらご予約だけで営業をさせて頂きます。どうぞ宜しくお願い致します。尚土曜日の営業は前日までのご予約が無ければお休みさせて頂きます。,"￥15,000～￥19,999","￥3,000～￥3,999",3.53,24
Izakayauoyoshi,7-chome-6-1 Higashikasai Edogawa City Tokyo-to,050-5890-9317,https://tabelog.com/en/tokyo/A1313/A131305/13102709/,17:00～23:30(L.O.22:30),"￥3,000～￥3,999",-,3.18,7
Zauo,1-chome-19-3 Jinnan Shibuya City Tokyo-to,050-5589-4529,https://tabelog.com/en/tokyo/A1303/A130301/13180300/,※緊急事態宣言を受け、7月12日～8月22日の期間は酒類の提供を中止させて頂きます。【平日】11:30~15:00／17:00~20:00 (L.O 19:45)※平日ランチはテイクアウトLUNCH BOXの販売のみ。イートインはご利用いただけません。【土日祝】11:30~20:00 (L.O 19:45),"￥4,000～￥4,999","￥1,000～￥1,999",3.23,24
Sushiyanohanakan,1-chome-19-11 Ohanajaya Katsushika City Tokyo-to,050-5590-5622,https://tabelog.com/en/tokyo/A1324/A132403/13016802/,"新型コロナ影響の為の営業時間の変更のお知らせ当面の間、時間短縮営業致します。17:30~21：30ラストオーダー21:00出来れば、前日までの完全予約制でございます1日に1階席カウンターを2組迄4-5名様。2階席テーブルは一組4-6名様まで出前は致していませんが、テイクアウトの販売は承ります。花勘にぎり桜　2,160円（税込）等","￥10,000～￥14,999","￥6,000～￥7,999",3.13,10
Jidaisushi,1-chome-7-5 Iidabashi Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1309/A130905/13011356/,［月～土 ］ランチ 　11:30～14:00ディナー 17:00～23:00,"￥6,000～￥7,999",～￥999,3.3,31
Sushiyanoyoshikan,3-chome-16-19 Takaban Meguro City Tokyo-to,050-5869-4665,https://tabelog.com/en/tokyo/A1317/A131702/13003453/,昼　12:00～14:00(平日）　　12:00〜14:30（土・日・祝日）夜　 17:00～20:00(平日）　　16:30〜20:00（土・日・祝日）[水曜定休]月に1回火曜日定休,"￥10,000～￥14,999","￥2,000～￥2,999",3.58,111
Tsukijitamazushi,2 Chome-15-19 Tsukiji Chuo City Tokyo-to,050-5869-1809,https://tabelog.com/en/tokyo/A1313/A131301/13118325/,月～土／11:00～23:00（L.O.22:30）日・祝／11:00～22:00（L.O.21:30）●ランチ[月～金]11:00～15:00[土日祝]11:00～14:00,"￥5,000～￥5,999","￥1,000～￥1,999",3.21,57
Sushitochinoki,1-chome-18-5 Nihonbashiningyocho Chuo City Tokyo-to,050-5868-8522,https://tabelog.com/en/tokyo/A1302/A130204/13034797/,(月～金）11:30～13:30(LO.13:15)ランチタイムカード不可17:00～22:30(LO.21:30)　＊しばらくの間土曜日はお休みさせて頂きます(土）17:00～21:30（LO.21:00),"￥8,000～￥9,999","￥1,000～￥1,999",3.49,55
Takahashi,1-chome-21-3 Takanawa Minato City Tokyo-to,050-5872-4509,https://tabelog.com/en/tokyo/A1316/A131602/13001615/,平日18：00～22：00日・祝　18：00～21：00,"￥15,000～￥19,999",-,3.38,20
Sushidokorosachi,3-chome-35-11 Asakusa Taito City Tokyo-to,050-5890-0234,https://tabelog.com/en/tokyo/A1311/A131102/13164447/,【土、日、祝】ランチ　11：30～14：00 平日は予約のみ　／ディナー　17：00～23：00,"￥6,000～￥7,999",-,3.32,17
Uoine,Tobitakyu Chofu Tokyo,050-5590-8416,https://tabelog.com/en/tokyo/A1326/A132601/13022122/,11:30～14:00（※ランチタイムでのクレジットカード支払いは不可）17:00～20:00,"￥3,000～￥3,999",-,3.45,32
Ichibashokudousakanaya,Senju Adachi City Tokyo,n/a,https://tabelog.com/en/tokyo/A1324/A132402/13094964/,◆ランチ11：30～13：30(L.O.13:30）※ランチタイム予約不可※コース予約可※ネタがなくなり次第終了９月から木曜日定休日◆ディナー17:00～22：00（L.O.21:30）※土曜、日曜日のみ夜16時から営業心よりお待ちしております,"￥5,000～￥5,999","￥1,000～￥1,999",3.58,114
Kintarouzushi,2-chome-2 Kanda Sudacho Chiyoda City Tokyo-to,050-5868-0545,https://tabelog.com/en/tokyo/A1310/A131002/13058703/,"17:00～22:30（21:00LO）※ランチは要予約おまかせ握り5,000円より承っております。","￥5,000～￥5,999","￥5,000～￥5,999",3.38,21
Sushikappoumakoto,2-chome-18-2 Ikebukuro Toshima City Tokyo-to,050-5868-0703,https://tabelog.com/en/tokyo/A1305/A130501/13150618/,17:00～翌.23:00（L.O24:00）　17:00～23:00（LO22:00) 土曜日（祝・祭日）食材等の理由などで、閉店時間が早まる場合があります,"￥6,000～￥7,999",-,3.07,4
Daigen,3-chome-4-2 Kyobashi Chuo City Tokyo-to,050-5869-6425,https://tabelog.com/en/tokyo/A1301/A130101/13046490/,ランチタイム11:00～15:00ディナータイム17:30～20:00 新型コロナウイルスによる緊急事態宣言に伴い、しばらくの間20時までの営業とさせていただきます。アルコール類の提供は19時までとさせていただきます。日曜日はランチのみ営業します。,"￥8,000～￥9,999",～￥999,3.51,47
Hachibei,4-chome-1-16 Nishiazabu Minato City Tokyo-to,050-5872-9999,https://tabelog.com/en/tokyo/A1307/A130703/13164230/,■ランチ[月～土]11:45～14:00(L.O.13:30)■ディナー金・土・祝前日17:30～翌5:30(L.O.翌5:00)日・祝17:30～翌4:00(L.O.翌3:30),"￥6,000～￥7,999","￥1,000～￥1,999",3.22,20
AOYAGI,1-chome-9-1 Marunouchi Chiyoda City Tokyo-to,050-5890-9340,https://tabelog.com/en/tokyo/A1302/A130201/13147501/,11:30～15:00(L.O.14:30) 17:30～22:00(L.O.21:30)お問い合わせは10時から承ります,"￥10,000～￥14,999","￥5,000～￥5,999",3.55,54
Fukuhara,Minamioizumi Nerima City Tokyo,050-5869-0857,https://tabelog.com/en/tokyo/A1328/A132801/13135896/,11:30～14:0017:00～22:30,"￥4,000～￥4,999","￥1,000～￥1,999",3.38,17
Osamuzushi,4-chome-12-1 Honcho Kokubunji Tokyo-to,050-5590-7647,https://tabelog.com/en/tokyo/A1325/A132502/13005947/,[火～日]11:30～14:00　17:00～22:00,"￥10,000～￥14,999","￥1,000～￥1,999",3.52,32
Tsukijikitarou,1-chome-13-1 Tsukiji Chuo City Tokyo-to,050-5869-1639,https://tabelog.com/en/tokyo/A1301/A130101/13014811/,月～土／11:30～22:30（L.O.22:00）日・祝日／11:30～22:00（L.O.21:30）ランチ／11:30～15:00,"￥4,000～￥4,999",～￥999,3.29,45
Raidenzushi,2-chome-2-6-3 Nishigotanda Shinagawa City Tokyo-to,050-5868-9510,https://tabelog.com/en/tokyo/A1316/A131603/13038562/,ランチ 11:30～13:30ディナー 17:00～23:00 (L.O.22:30),"￥5,000～￥5,999",～￥999,3.26,18
Taira,Roppongi Minato City Tokyo,050-5868-0586,https://tabelog.com/en/tokyo/A1307/A130701/13108409/,［平日］18:00～翌1:00［土・祝］18:00～22:00,"￥20,000～￥29,999",-,3.51,48
Sushiakademi,Nishishinjuku Shinjuku City Tokyo,050-5890-2458,https://tabelog.com/en/tokyo/A1304/A130401/13258318/,【ランチ】月～金11:30～15:00(入店13:30)【ディナー】　17:00～22:00(入店20:00)※6/23 6/24 は20:00まで（入店18:00）土日祭日11:30～22:00(入店20:00),"￥3,000～￥3,999","￥3,000～￥3,999",3.03,1
Sushiharu,4-chome-11-6 Akasaka Minato City Tokyo-to,050-5596-0347,https://tabelog.com/en/tokyo/A1308/A130801/13223828/,17:30～23:30,"￥15,000～￥19,999",-,3.59,26
Gotandazushisushitoukyoueitowampurasu,1-chome-20-9 Higashigotanda Shinagawa City Tokyo-to,050-5457-0944,https://tabelog.com/en/tokyo/A1316/A131603/13250351/,【月～土】17:00～23:00【日・祝日】11:30〜21:30,"￥10,000～￥14,999","￥8,000～￥9,999",3.01,1
Eitarouzushi,2-chome-1-45 Ikenohata Taito City Tokyo-to,050-5596-8219,https://tabelog.com/en/tokyo/A1311/A131101/13018437/,11:30～13:30／17:00～22:30（L.O.22:00）,"￥15,000～￥19,999","￥1,000～￥1,999",3.38,22
Ikinasushidokoroabe,5-chome-46-7 Jingumae Shibuya City Tokyo-to,050-5457-3415,https://tabelog.com/en/tokyo/A1306/A130602/13250987/,[平日]ランチ　11:30〜15:00(L.O14:30)ディナー18:00〜翌3:00(L.O14:30)[土日祝] 11:30〜翌3:00 (L.O2:30)＊ランチは14:30まで＊,"￥10,000～￥14,999","￥2,000～￥2,999",3.09,10
Nihonryourizuihou,Sekimae Musashino Tokyo,n/a,https://tabelog.com/en/tokyo/A1320/A132002/13016035/,11:00～16:00(L.O.14:00)　17:00～22:00(L.O.21:00)＊上記の時間外（15時～17時）営業は団体様（10名以上予約）に限りご相談下さい,"￥6,000～￥7,999","￥3,000～￥3,999",3.09,10
Sushisugisawa,6-chome-3-15 Ginza Chuo City Tokyo-to,050-5597-3629,https://tabelog.com/en/tokyo/A1301/A130101/13220408/,【営業時間について】※緊急事態宣言の発令に伴い、当面の間、下記の通り営業致します。(月～土)ランチ　12:00～14:00(L.O.13:30)ディナー17:30～20:00※20:00完全閉店お酒に関しましては、通常通り提供しております。皆様のご来店を心よりお待ちしております。,"￥15,000～￥19,999","￥5,000～￥5,999",3.3,19
shinjukumakoto,Nishishinjuku Shinjuku City Tokyo,050-5596-7884,https://tabelog.com/en/tokyo/A1304/A130401/13229882/,17:00～23:00　   L.O. 21:00 ※12時～17時くらいがお電話が繋がりやすくなっております。,"￥8,000～￥9,999",-,3.09,18
Shintomizushi,29-5 Senjukawaracho Adachi City Tokyo-to,050-5597-4980,https://tabelog.com/en/tokyo/A1324/A132402/13071660/,【ランチ】11：00～14：00※ランチメニューは月・火・木～土曜日のご提供となります。【ディナー】17：00～22：00,"￥5,000～￥5,999","￥1,000～￥1,999",3.09,8
Sushiyoshikawa,1-chome-3-8 Azabujuban Minato City Tokyo,050-5872-5939,https://tabelog.com/en/tokyo/A1307/A130702/13255943/,18:00~23：00（LO22：30）※緊急事態宣言の間は行政の指示に従い18：00～20：00とさせて頂いております,"￥10,000～￥14,999",-,3.09,14
tsukudatakisaburousushiunagi,7-chome-2-6 Tateishi Katsushika City Tokyo-to,050-5457-3225,https://tabelog.com/en/tokyo/A1324/A132403/13250919/,【ランチ】11:30～14:30（LO 14:00）【ディナー】17:00～22:00（LO 21:30）ネタがなくなり次第終了,"￥3,000～￥3,999",～￥999,3.09,4
Kagurazaka sushi tamura,21 Kitamachi Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1309/A130905/13248020/,＜ランチ＞11：30～14：00＜ディナー＞17：00～23：00※祝日は営業致します。※日曜、営業時間外は、ご相談にて。※お昼については仕入れ等で休ませて頂く場合もございます。,"￥20,000～￥29,999","￥10,000～￥14,999",3.1,27
sushisakesakanasugitama,1-chome-2-4 Sakai Musashino Tokyo-to,050-5596-5558,https://tabelog.com/en/tokyo/A1320/A132003/13227402/,[月～金]11:00～14:3017:00～23:30 [土・日・祝]11:00～15:0016:00～23:30,"￥3,000～￥3,999",～￥999,3.27,20
Kidunazushi,1-chome-18-8 Kabukicho Shinjuku City Tokyo-to,050-5595-3788,https://tabelog.com/en/tokyo/A1304/A130401/13135215/,24時間営業※食べ放題は11：00～22：00（最終入店）,"￥3,000～￥3,999","￥1,000～￥1,999",3.5,161
Sushinihombashishimon,2-chome-2-1 Nihonbashimuromachi Chuo City Tokyo-to,050-5868-5609,https://tabelog.com/en/tokyo/A1302/A130202/13116806/,［月～金］11:00～15:00(L.O.14:30)　17:00～23:00(L.O.22:00) 　［土・日・祝］11:00～15:30(L.O.15:00)　17:00～23:00(L.O.21:00),"￥15,000～￥19,999","￥5,000～￥5,999",3.7,124
Sushidokoro chisato,5-chome-8-1 Nishishinjuku Shinjuku City Tokyo,050-5872-8075,https://tabelog.com/en/tokyo/A1304/A130401/13254472/,平日 11:30〜14:00（L.O30分前）17:00〜20:00土日祝16:00〜20:00,"￥5,000～￥5,999","￥1,000～￥1,999",3.07,5
Maguroshokudouuokin,5-chome-9-5 Ginza Chuo City Tokyo-to,050-5457-3808,https://tabelog.com/en/tokyo/A1301/A130101/13251084/,ランチ11:30〜17:00ディナー17:00〜21:00（L.O20:00）,"￥4,000～￥4,999","￥1,000～￥1,999",3.24,22
 KINTSUTA,Roppongi Minato City Tokyo,050-5571-9295,https://tabelog.com/en/tokyo/A1307/A130701/13182345/,17：00～23：00行政の時短要請により当店は下記の営業時間となります。6/25～当面の間  12：00～20：00,"￥8,000～￥9,999",-,3.56,133
Sushisakesakanasugitama,3-chome-37-1 Asagayaminami Suginami City Tokyo-to,050-5596-2446,https://tabelog.com/en/tokyo/A1319/A131905/13225983/,平日　11:30-14:30 /  17:00-23:30  土日祝　11:30-15:00   / 16:00-23:30,"￥3,000～￥3,999",-,3.19,21
Minamiaoyamaitoya,Minamiaoyama Minato City Tokyo,050-5571-4695,https://tabelog.com/en/tokyo/A1306/A130603/13123273/,（月～土）ランチ　　12：00~14：00（最終入店13時）ディナー　17：00~2０：00（最終入店１９時）,"￥10,000～￥14,999","￥3,000～￥3,999",3.4,20
Sushi masashi,2-chome-12-27 Kitaaoyama Minato City Tokyo-to,050-5457-1060,https://tabelog.com/en/tokyo/A1306/A130603/13249880/,ランチ 12:00～14:00（L.O.13:30）ディナー※1部 17:30～19:30※2部 20:00～22:30（L.O.22:30）,"￥20,000～￥29,999","￥20,000～￥29,999",3.14,15
KYOTO HYOKI ,3-chome-13-11 Nihonbashi Chuo City Tokyo-to,050-5869-7874,https://tabelog.com/en/tokyo/A1302/A130202/13158440/,●月曜日～金曜日11:30-14:00　（L.O.13:30）17:30-22:30　（L.O.21:30）●土曜日17:30-22:30　（L.O.21:30）土曜昼、日曜祝日は前日までのご予約のみ営業とさせて頂きます。※ご予約受付が出来ない場合もございます。予めご了承くださいませ。※夜メニューに限らせていただきます。お問合せください。※5名様以上から承ります。,"￥6,000～￥7,999","￥1,000～￥1,999",3.33,34
Wakoubou natsu,2-chome-21-1 Shinbashi Minato City Tokyo,050-5868-3858,https://tabelog.com/en/tokyo/A1301/A130103/13251915/,［月～土］17：00～23：00　　　　（ＬＯ）22：00,"￥3,000～￥3,999",-,3.04,2
Sushiginzashimon,5-chome-5-13 Ginza Chuo City Tokyo-to,050-5868-0377,https://tabelog.com/en/tokyo/A1301/A130101/13004881/,[月～金]11:30～15:00(L.O.14:30)17:00～23:00(L.O.22:00)[土・日・祝]11:30～15:30(L.O.15:00)17:00～22:00(L.O.21:00),"￥15,000～￥19,999","￥5,000～￥5,999",3.73,229
KYOTO HYOKI,Nishiazabu Minato City Tokyo,050-5868-0651,https://tabelog.com/en/tokyo/A1307/A130701/13139273/,●月曜日～金曜日12:00-14:00　（L.O.13:30）18:00-23:00　（L.O.22:00）●土曜日18:00-23:00　（L.O.22:00）土曜昼、日曜祝日は前日までのご予約のみ営業とさせて頂きます。※ご予約受付が出来ない場合もございます。予めご了承くださいませ。※夜メニューに限らせていただきます。お問合せください。※5名様以上から承ります。,"￥8,000～￥9,999","￥2,000～￥2,999",3.36,55
oishiisushitokatsugyoryourisakananomamma,1-chome-5-5 Shinbashi Minato City Tokyo-to,050-5595-4490,https://tabelog.com/en/tokyo/A1301/A130103/13126411/,◆◆7月12日(月)～8月22日(日)まで◆◆※期間中、酒類のお取り扱いはございません。●ランチ 11時半～14時（LO13時半）●ディナー営業時間平日 17:00～20:00 土日祝 16:00～20:00*ソフトドリンク・単品料理 L.O.19:30●お持ち帰り受付 昼：11時半～13時半 夜：平日16～19時半 土日祝15～19時半※期間中土日祝ランチ有,"￥3,000～￥3,999",～￥999,3.52,61
Kidunasushi,Sotokanda Chiyoda City Tokyo,050-5595-4426,https://tabelog.com/en/tokyo/A1310/A131001/13219829/,開店　　　　　　10:00ラストオーダー　19:30（アルコール19:00)閉店　　　　　　20:00※食べ放題コース最終受付時間18:00まで※アルコールのご提供は11:00より,"￥3,000～￥3,999",～￥999,3.33,59
Sushiginzaonodera,5-chome-14-14 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130101/13153824/,1月8日（金）より当面の間、下記営業時間の通り営業致します。ランチ　11:00~15:0015時からの特別ディナー　15:00~17:00ディナー(4/12から当面の間)　17:00~20:00（最終入店18：00・ラストオーダー19：00）お客様にはご迷惑をおかけいたしますが、ご理解いただけますと幸いです。,"￥20,000～￥29,999","￥5,000～￥5,999",3.77,270
SHIBAHAMA,8-chome-12-5 Ginza Chuo City Tokyo-to,050-5872-3332,https://tabelog.com/en/tokyo/A1301/A130103/13153265/,［月〜土］11:30〜13:30［月〜土］17:00~20:00新型コロナウイルス感染拡大防止に伴う東京都から営業時間短縮要請により、20時までの営業とさせていただきます。,"￥10,000～￥14,999","￥1,000～￥1,999",3.72,90
Beisaidosakuraorionsushi,6-chome-12-12 Ginza Chuo City Tokyo-to,050-5872-9467,https://tabelog.com/en/tokyo/A1301/A130101/13248297/,【ランチタイム】※木曜日を除く11:00〜15:00（L.o 14:00）【ディナータイム】18:00～23:00（L.O 21:00）,"￥15,000～￥19,999","￥6,000～￥7,999",3.09,9
kaitenzushiyamato,7-chome-12-21 Shinozakimachi Edogawa City Tokyo-to,050-5594-8088,https://tabelog.com/en/tokyo/A1312/A131205/13099101/,【平日】11:00～14:30（ラストオーダー 14:00）17:00～22:00（ラストオーダー 21:30）【土日祝日】11:00～22:00（ラストオーダー 21:30）※緊急事態宣言発令に伴う営業時間短縮のお知らせ【全日】11:00～20:00 (LO19:45)※2021年7月12日～8月22日の短縮営業期間中は、酒類の提供を中止させていただきます。,"￥2,000～￥2,999","￥1,000～￥1,999",3.41,40
Sushisakesakanasugitama,4-chome-9-32 Ayase Adachi City Tokyo,050-5869-7830,https://tabelog.com/en/tokyo/A1324/A132404/13253029/,平日　11:30-14:30 /  17:00-20:00  土日祝　11:30-15:00   / 16:00-20:00,"￥3,000～￥3,999",-,3.09,3
